track_id,track_name,artists,genre,track_genre,mood_list,activity_list,tempo,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,loudness,duration_ms,popularity
1L4yGRHF6SPY4U1jpbroSm,Sound Of Wind Driven Rain,Will Ackerman,Chill,new-age,Sad;Calm,studying;sleep,96.802,0.298,0.16,0.057,0.791,0.957,0.0321,0.11,-17.948,494400,25
4FwfiZYw2hm4CkoZctZIDq,Em Plena Lua De Mel (Dina),Reginaldo Rossi,Pop,j-pop,Energetic,workout,79.471,0.365,0.87,0.483,0.0981,0.0,0.266,0.304,-6.544,202613,47
47rHibRVRgr6TR9ILGfxbL,Ultraviolência,Surra,Rock,death-metal,Energetic;Dark,workout,115.97,0.322,0.996,0.399,0.00208,3.83e-05,0.11,0.178,-2.906,124323,29
3L3s97R0738xGQ2VqB12qo,Drown (feat. Clinton Kane) - Alle Farben Remix,Martin Garrix;Clinton Kane;Alle Farben,EDM,progressive-house,Energetic;Dark,workout,123.889,0.679,0.852,0.393,0.0972,6.59e-05,0.0501,0.0978,-5.007,169270,49
5eGsHi6RcL33gb9k89UYaB,Schedule,Tegi Pannu;Manni Sandhu,Hip-Hop,hip-hop,Happy,commute;cooking;driving,92.434,0.826,0.581,0.787,0.518,2.49e-06,0.21,0.0703,-6.425,148376,72
4RbRZYPR7Dwg8WRNn4UA8m,Racks and Rounds (feat. Sikander Kahlon),Sidhu Moose Wala;Sikander Kahlon,Hip-Hop,hip-hop,Happy;Energetic;Motivated,workout,88.014,0.657,0.836,0.837,0.376,0.0,0.127,0.0919,-3.399,225000,63
1S5nq7DelsGNc4DVFaJHul,Arrancacorazones - Acústico en Vivo,Attaque 77,Rock,punk-rock,Energetic;Dark,workout;driving,125.572,0.385,0.838,0.274,0.23,0.0,0.0369,0.91,-6.051,226000,39
4ZuJKSF9NsbxV42I7E1iK6,Tchaco Tchaco,La Furia,Latin,pagode,Happy;Energetic;Motivated,workout,128.972,0.524,0.883,0.882,0.536,0.0,0.102,0.52,-5.567,139786,43
0GNZDavApH4FCUccVoFt5n,No Te Burles,Adolescent's Orquesta,Latin,salsa,Happy;Motivated,workout;commute;party;driving,110.092,0.766,0.749,0.94,0.495,0.0,0.0522,0.305,-4.808,250914,34
3BHR1mJOqn2UZyq98YKPgd,Typa Girl,BLACKPINK,Pop,k-pop,Happy,commute;cooking;driving,131.966,0.918,0.585,0.519,0.0627,0.0,0.0889,0.624,-7.781,179172,82
5Qd6E8tsImeyOgf0JcsZ7x,No Te Quiero Perder,Banda Los Recoditos,R&B,r-n-b,Calm;Chill,studying;commute,140.105,0.697,0.399,0.916,0.611,2.06e-05,0.0375,0.064,-6.013,208320,0
1pP5Fio1IC3B4TITdeZBLa,EU FODO MESMO X FODE NA ONDA,DJ P13;Mc Gw;Mc Nauan,R&B,funk,Energetic;Dark,workout,130.033,0.826,0.893,0.0367,0.472,0.000879,0.27,0.0639,-2.178,185000,42
1wUCk6Nh4c8XLAG0NdNIU5,"Overture and Three Contredanses, K.106: Overture in D, K.106",Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Classical,classical,Calm,studying;sleep,147.246,0.56,0.247,0.69,0.924,0.957,0.0601,0.0918,-13.534,59760,16
3qUDe886N8w7vTWYDLY7X3,Casinha branca,Fábio Jr.,Latin,mpb,Happy;Energetic;Motivated,workout;driving,123.944,0.578,0.757,0.652,0.575,0.0,0.0344,0.154,-6.481,231813,42
3NgDjqxOAEpwN98ngNYylN,"Verdi: Aida, Act 2: ""Pietà ti prenda del mio dolor"" (Amneris, Aida)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,Classical,opera,Sad;Calm,studying;sleep,83.306,0.255,0.166,0.112,0.983,1.82e-05,0.05,0.647,-18.352,115293,21
6uGo2qqzOGVjm1v0pvpXjb,Papo de surdo e mudo,O Rappa,R&B,r-n-b,Happy;Energetic;Motivated,workout,156.879,0.661,0.899,0.699,0.244,0.0921,0.0384,0.177,-6.62,341213,41
5h5NznbR6QVDFMXRN0fH3A,Out Of My League (with Kiesza),Brando;Kiesza,EDM,deep-house,Dark,commute;party;cooking;driving,118.027,0.83,0.661,0.474,0.00499,2.23e-05,0.0426,0.146,-5.49,151547,62
5r94qmV4MGCn2XdA5R37nn,Meu Ex Amor / Hoje Eu Quero Te Amar / Tem Nada a Ver / Te Cuida Coração - Ao Vivo,Humberto & Ronaldo,Latin,forro,Happy;Romantic;Chill,commute;cooking;driving,133.949,0.501,0.578,0.727,0.802,0.0,0.0289,0.216,-4.835,348544,43
0ADruIr9d1CYUUZKgw8zWp,Turning Page (Live),Sleeping At Last,Chill,ambient,Sad;Calm,studying;sleep,126.381,0.425,0.236,0.239,0.987,0.000772,0.0361,0.123,-8.765,257502,40
6cbW2scRULV7RnFT4u8gnA,Sidhu Son,Sidhu Moose Wala,Hip-Hop,hip-hop,Motivated,commute,82.825,0.571,0.732,0.584,0.116,0.0,0.154,0.378,-6.068,217142,59
2XZBEM4HjKutCsqicQb0h5,If I Only Had the Time,The Godfathers,Pop,power-pop,Happy;Energetic;Motivated,workout,139.114,0.398,0.871,0.76,6.49e-05,0.00607,0.0356,0.131,-9.384,149840,23
7H3mfOvtPNA8YDF3EdKy0L,Tum Hi Ho Bandhu,Neeraj Shridhar;Kavita Seth,Hip-Hop,hip-hop,Happy;Energetic;Motivated,workout;party,134.994,0.715,0.89,0.891,0.00111,0.000837,0.051,0.0297,-5.438,283693,71
5EE1IDPjm2vQ4sYqXEdM0s,"Berceuse in D-Flat Major, Op. 57",Frédéric Chopin;Wilhelm Kempff,Classical,classical,Sad;Calm,studying;sleep,97.2,0.368,0.0334,0.128,0.987,0.939,0.0326,0.135,-30.83,286466,0
2EnSzL1nt1ZOs6fPPvu9au,Rehashed,A Life Once Lost,Rock,death-metal,Energetic;Dark,workout,152.708,0.45,0.976,0.329,6.65e-06,0.309,0.101,0.177,-3.52,199266,23
6vsxQABOglnuZ2Nm5N831i,"Das Lied von der Erde: No. 2, Der Einsame im Herbst",Gustav Mahler;Sir Simon Rattle;Peter Seiffert;Thomas Hampson;City Of Birmingham Symphony Orchestra,Classical,classical,Sad;Calm,studying;sleep,94.686,0.151,0.0292,0.0369,0.985,0.467,0.0434,0.105,-28.677,583826,0
4AanDau58qmC16r3StYgjF,Me Dê Motivo,Tim Maia,Latin,mpb,Sad;Dark;Chill,commute,66.814,0.489,0.511,0.0958,0.0366,0.00631,0.0482,0.726,-9.273,433133,41
1iuljeYz6ZG3GTJOZZkoer,RGF Island,Fetty Wap,EDM,j-dance,Energetic;Motivated,workout;party;driving,137.98,0.746,0.764,0.518,0.00116,8.19e-06,0.0423,0.0867,-5.066,173893,59
006tmNZLXEXPqdb23wwSN1,Yemyeşil Bir Deniz,İlhan İrem,Pop,j-pop,Romantic;Chill;Nostalgic,commute;cooking;driving,127.184,0.486,0.568,0.65,0.652,0.0,0.0417,0.834,-9.199,358173,44
7e6Gh17UPn9ykTSmrxlXga,Melhor Rolê da City - Ao Vivo,Guilherme & Benuto;Dj Guuga,Latin,sertanejo,Happy;Energetic;Motivated,workout,119.929,0.676,0.861,0.671,0.186,0.0,0.168,0.454,-3.687,152226,46
5d8a5B6RlYnquvR4X4OIrX,Time Bomb,The Chainsmokers,EDM,edm,Happy,commute;party;cooking;driving,109.97,0.842,0.681,0.872,0.232,2.32e-05,0.0361,0.125,-5.73,203061,62
7LHqxlhat0OIf3gCOGnOGr,Age of Love - ARTBAT Rave Mix,ARTBAT;Pete Tong,EDM,electronic,Energetic;Dark,workout;studying;driving,124.988,0.566,0.774,0.0288,0.0284,0.896,0.0644,0.0562,-9.427,445440,52
70bPj2TrEILRHMzgGvmb6U,Foi Inevitável - Ao Vivo,Péricles,Latin,pagode,Romantic,commute;cooking;driving,128.051,0.546,0.619,0.412,0.533,0.0,0.0327,0.59,-5.509,188766,44
0UIrLwFq3cvTg5vBMmlfjp,Nejistá přítomnost,ŠKWOR,Rock,metal,Energetic;Motivated,workout;driving,115.011,0.603,0.789,0.506,0.000244,1.52e-06,0.029,0.101,-4.918,236506,42
35So3EqoTmTiRCVNR1pZ1T,Nothing To Forgive,Falconshield,Pop,power-pop,Dark,workout;commute;driving,119.993,0.508,0.75,0.407,0.302,1.31e-05,0.106,0.326,-8.373,260063,48
6ZtIzOd81bVOs5zp4Esn6l,"La bohème, SC 67 / Act 2: ""Chi guardi?"" - ""Ecco i giocattoli di Parpignol""",Giacomo Puccini;Luciano Pavarotti;Nicolai Ghiaurov;Mirella Freni;Gianni Maffeo;Gernot Pietsch;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan,Classical,opera,Sad;Calm,studying;sleep,171.921,0.262,0.276,0.16,0.966,0.0249,0.0636,0.933,-14.66,188426,28
3Lgn78EgTDPXc2YsK562eq,該如何放棄愛,Vivian Koo,Pop,cantopop,Dark,commute;cooking;driving,144.031,0.537,0.621,0.461,0.0735,0.0,0.0307,0.209,-6.579,235509,22
1H1WA6PzEJlqx3YQ2g3dH7,A Mala é Falsa,Silvanno Salles,Latin,forro,Happy;Energetic;Motivated,workout;party;driving,139.022,0.758,0.798,0.902,0.786,0.0,0.0306,0.343,-3.363,176065,43
6u9DQw3scxWEc07A7Si117,Beautiful People - Floorplan Remix,Barbara Tucker;Floorplan,EDM,chicago-house,Sad,commute,123.98,0.742,0.488,0.248,0.0473,0.0376,0.0256,0.139,-9.349,267312,17
3g83boWaVYaeEm5fORdbj4,Frühling,Paul Kalkbrenner,EDM,minimal-techno,Sad,studying;commute;cooking,129.98,0.758,0.481,0.44,5.16e-05,0.949,0.0365,0.615,-10.637,314226,23
3GAekGYLRRWGx0fSNhjZEU,RAIN,Jack Harlow,Hip-Hop,hip-hop,Dark,commute;driving,100.995,0.877,0.607,0.131,0.00181,1.69e-05,0.102,0.107,-6.736,196638,0
4OtqlH4UCGzV8fLy36STjE,Yaarum illa,Yuvan Shankar Raja;Anthony Daasan,Pop,k-pop,Happy,commute;cooking;driving,129.988,0.603,0.64,0.699,0.258,0.0,0.0318,0.349,-5.601,205435,58
35FdyUxBYDgm1cXCNf23kc,Thinking Out Loud,The Baseballs,Rock,rockabilly,Happy;Energetic;Motivated,party;driving,105.994,0.737,0.836,0.853,0.379,4.57e-06,0.0442,0.305,-8.039,253945,23
3WOAE5J3PGcec1oN605nQN,七百年後,Eason Chan,Pop,cantopop,Dark,commute;driving,140.051,0.484,0.625,0.308,0.672,0.0,0.0334,0.0796,-5.241,262360,44
6pEzb2WKU1YQxRIHc6k1LG,"Deep Sleep, Pt. 1",Liquid Mind,Chill,ambient,Sad;Calm,studying;sleep,74.775,0.156,0.126,0.0341,0.965,0.972,0.0389,0.106,-22.038,368226,26
1M75T97HUSByfvLskwNxkk,Fala Aqui Com a Minha Mão,Wesley Safadão,Latin,forro,Happy;Energetic;Motivated,workout,182.041,0.648,0.886,0.923,0.455,0.0,0.115,0.0797,-3.089,166944,39
7HnAXewQTDWHRZ2FNrVlZY,Revelation: Music in Pure Intonation: Night Vigil II,Michael Harrison,Classical,classical,Sad;Calm,studying;sleep,71.608,0.329,0.013,0.285,0.994,0.919,0.0486,0.0671,-33.238,187960,45
43SZcLQB8jtHMuDVDHTV5S,Duvido Você Não Tomar Uma - Ao Vivo,Simone & Simaria,R&B,funk,Energetic;Motivated,workout;party;driving,125.966,0.703,0.841,0.602,0.572,0.0,0.0522,0.848,-3.529,190619,47
68Xzn8inCgRs7AEMZoKYPq,Lost Honor,Surf Curse,Rock,punk,Happy;Energetic;Motivated,workout,159.888,0.445,0.924,0.845,0.0716,0.00962,0.0857,0.193,-3.442,239346,45
39BLzMSiXoUq3K2URCEOMD,L’Hymne à l’amour,Lara Fabian,Classical,opera,Sad;Dark;Chill;Nostalgic,commute;driving,111.94,0.549,0.516,0.311,0.75,0.0,0.0358,0.122,-6.693,368800,19
3MOj0hBykVVw2PgTOs2s6o,They Fear Me,Mavado,EDM,j-dance,Dark,commute;driving,139.961,0.676,0.61,0.36,0.0818,0.0,0.278,0.319,-7.044,265773,20
17goDezWdFNGxtnn4mIt7J,"Turandot / Act 1: ""Signore, ascolta""",Giacomo Puccini;Montserrat Caballé;London Philharmonic Orchestra;Zubin Mehta,Classical,opera,Sad;Calm,studying;sleep,80.908,0.228,0.0371,0.0551,0.988,0.0011,0.0479,0.0874,-23.965,159866,20
25FVKRD6XUowfcii9f4xOB,A Porta,Fredy Miller,R&B,gospel,Sad;Dark;Chill,commute;driving,131.969,0.475,0.515,0.139,0.00404,0.000369,0.0302,0.0903,-10.574,313590,41
71eDkFOgkFf979VV0FvzZG,Circle in the Sand - 7” Mix,Belinda Carlisle,Pop,synth-pop,Happy;Motivated,workout;commute;driving,126.022,0.625,0.745,0.763,0.0641,0.0,0.0441,0.133,-8.551,224120,27
63Y39bpBmgiKXs4hSJ0dD3,Blue Christmas,The Platters,R&B,r-n-b,Happy;Romantic;Chill,commute;cooking;driving,157.24,0.45,0.552,0.741,0.745,0.0,0.0391,0.707,-6.9,115573,0
3eLiYrRTjxmMA8OG7ArBmU,"12 Pieces for Piano, Op. 40, TH 138: No. 9, Valse",Pyotr Ilyich Tchaikovsky;Una Bourne,Classical,classical,Calm;Nostalgic,studying;sleep,132.362,0.334,0.168,0.496,0.99,0.753,0.0457,0.0349,-22.454,167800,0
6X8jY9ucVRdfd3gO5WChAR,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 8",Wolfgang Amadeus Mozart;Jan Lisiecki,Classical,classical,Calm;Nostalgic,studying;sleep,117.11,0.459,0.0757,0.395,0.995,0.881,0.0488,0.16,-32.14,54853,14
71mHO4fFmS2Xu5XxZbcRND,Under The Influence (Body Language),Chris Brown,EDM,dance,Dark,commute;cooking;driving,144.835,0.62,0.62,0.459,0.0388,0.000213,0.0375,0.129,-6.322,148750,77
7B87dSMUgWM2Taj0EEXtjp,Abiogenesis,Carbon Based Lifeforms,Chill,ambient,Dark;Chill,studying;commute,89.986,0.285,0.55,0.0559,0.326,0.866,0.0414,0.128,-10.988,405010,40
1QcJ84DYiQERoBhckjYJN6,Can't Breathe,Jay Reeve,EDM,hardstyle,Energetic;Dark,workout,76.034,0.436,0.88,0.142,0.0126,0.00082,0.0616,0.283,-4.646,252236,21
2fsWMOeuSy3zoewdWSqyP0,Nada De Esquecer,Open Farra;Guilherme & Benuto,R&B,funk,Happy;Energetic;Motivated,workout;driving,155.994,0.626,0.787,0.759,0.352,0.0,0.067,0.0994,-4.566,158758,44
0fYVliAYKHuPmECRs1pbRf,Renegades,X Ambassadors,Rock,alt-rock,Energetic;Motivated,workout,90.052,0.526,0.862,0.528,0.0144,0.0597,0.0905,0.229,-6.003,195200,76
3qOTlNs5GLNeyEBNhX86Qs,The Outcast,Upon A Burning Body,Rock,death-metal,Energetic;Dark,workout,103.511,0.507,0.928,0.272,2.51e-05,0.00414,0.083,0.155,-4.678,231959,26
1bZpYr83rE4dO7CSP7OItN,Bare Hands,Deal Casino,EDM,j-dance,Happy,commute;cooking;driving,168.066,0.658,0.645,0.671,0.0223,0.0,0.139,0.129,-6.464,217607,24
0woXw7yRascjnmsjvwfgGn,Poder Pra Salvar,Hillsong Em Português,R&B,gospel,Energetic;Dark,workout;driving,146.022,0.425,0.775,0.291,0.0252,0.000207,0.0398,0.591,-6.842,312853,39
3OrRT1vFUUWOIzRtwSzib5,I Saw Mommy Kissing Santa Claus,The Jackson 5,R&B,soul,Motivated,workout;commute;driving,128.89,0.582,0.705,0.64,0.29,1.38e-06,0.0539,0.797,-8.169,181360,1
5Z5TrgVSwgPnXIS6JzMU8w,Si Nos Queremos Todavía,Alfredo De Angelis;Orquesta de Alfredo De Angelis;Juan Carlos Godoy,Latin,tango,Calm;Romantic;Chill;Nostalgic,studying;commute,118.328,0.512,0.373,0.532,0.904,3.64e-06,0.051,0.381,-7.808,174066,18
7oejXAcNuJwUqfU0ZcVupv,AUTOMOTIVO PARALELO,DJ MAVICC;DJ KS;DJ RD DA DZ7,R&B,funk,Motivated,workout;commute;driving,130.633,0.642,0.702,0.524,0.191,7.63e-05,0.151,0.4,-3.512,151354,43
2TjNLyK7wvb3gr5c1vXcUS,Not Alone: I'm Here For You,Project AER;v i v,Chill,ambient,Sad;Calm,studying;sleep,116.992,0.714,0.0593,0.0663,0.951,0.952,0.0389,0.0753,-22.9,131499,5
6QllOjKnpJiFxKI0jdRkv0,シンデレラ,COOLS,Rock,rockabilly,Happy;Energetic;Motivated,workout,161.622,0.392,0.993,0.852,0.0128,1.26e-06,0.0884,0.126,-1.623,179120,27
2pZbERJUZsfkKRn1EU1mgD,You Can Win If You Want,Modern Talking,Pop,synth-pop,Happy;Energetic;Motivated,party;driving,108.01,0.792,0.842,0.761,0.181,0.000185,0.03,0.0582,-7.589,229986,56
4czEkBpbwfA011GuG8y5YR,Vaga luna che inargenti,Vincenzo Bellini;Cecilia Bartoli;James Levine,Classical,opera,Sad;Calm,studying;sleep,183.035,0.271,0.014,0.097,0.994,0.00012,0.0676,0.121,-24.44,245327,0
5XHvLFENXejcEhj5kdLGt5,"Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH. 55: 3. Allegro con fuoco - Live at Philharmonie, Berlin",Pyotr Ilyich Tchaikovsky;Evgeny Kissin;Berliner Philharmoniker;Herbert von Karajan,Classical,classical,Sad;Calm;Chill;Nostalgic,studying;commute,135.92,0.378,0.379,0.347,0.961,0.835,0.136,0.682,-16.888,526706,0
6TTMOyQ0hddGKDf9NAB3vu,One Day Like This,Sarah Brightman,Classical,opera,Sad;Chill,commute,79.722,0.317,0.482,0.0901,0.444,0.0274,0.0315,0.101,-8.687,366400,20
173WXKU5s2XDjN8lJ3SDdb,The Lighthouse Keeper,Sam Smith,Pop,pop,Sad;Calm;Nostalgic,studying;sleep,130.721,0.394,0.17,0.315,0.889,0.0,0.0451,0.105,-10.368,247493,1
6Dc2tCivms1s2X9myWe4ni,Tuyo (Narcos Theme) - A Netflix Original Series Soundtrack,Rodrigo Amarante,Latin,mpb,Romantic;Nostalgic,commute;cooking,112.219,0.72,0.422,0.546,0.474,0.0847,0.069,0.155,-13.338,89293,65
1LyHUCk0DkvYwl7wFX1nMi,"Verdi: Aida, Act 2: ""Ma tu, Re, tu signore possente"" (Amonasro, Aida, Schiave, Prigionieri, Ramfis, Sacerdotesse, Amneris, Il Re, Popolo)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,Classical,opera,Sad;Calm,studying;sleep,107.174,0.317,0.241,0.179,0.992,0.00102,0.0526,0.759,-14.162,104026,20
239SrBPZi0xs1OQZmedr6q,A Tribe Called Kotori,Oliver Koletzki,EDM,minimal-techno,Sad;Chill,studying;commute,95.0,0.627,0.496,0.0801,0.71,0.831,0.0396,0.343,-11.866,370453,47
3v830vuEbG5iX9drGk9Hge,Justa Groove,Aaron Carl,EDM,detroit-techno,Happy;Energetic;Motivated,workout;studying;party,127.03,0.972,0.868,0.933,0.00502,0.884,0.33,0.103,-8.89,303397,6
1kkCeMpEx707LGM1nh9uyG,Love is in the Air,48th St. Collective,Jazz,jazz,Calm;Romantic;Chill;Nostalgic,studying;commute,108.062,0.64,0.395,0.439,0.79,0.12,0.0264,0.0946,-11.977,171039,0
4q03M26EkNeEquxx8iieyS,I Write Sins Not Tragedies,Panic! At The Disco,Rock,rock,Energetic;Motivated,workout;driving,170.076,0.565,0.792,0.639,0.0913,0.0,0.132,0.114,-4.983,187613,3
712ukvLX20rwHuTWg7Gcjb,Violent Revolution,Kreator,Rock,death-metal,Energetic;Dark,workout,144.04,0.506,0.994,0.205,0.000176,0.0152,0.0935,0.155,-5.733,294800,51
0RK3rIJW884dpTq89P21NN,Debes Saberlo,Almafuerte,Rock,heavy-metal,Energetic;Motivated,workout,160.476,0.18,0.956,0.614,0.000204,2.27e-06,0.0737,0.0834,-4.597,206608,30
7hYd46C5iQqk2SkJk0uGB8,Standing In The Rain,Al Green,R&B,funk,Happy;Motivated,workout;studying;commute;party;driving,112.859,0.854,0.747,0.967,0.00638,0.763,0.038,0.135,-6.685,188773,0
0dBdzZyVg8ldxFAVoRtXP6,Alles passiert,Die Toten Hosen,Rock,punk-rock,Dark,commute,76.023,0.603,0.626,0.317,0.0669,0.0,0.0271,0.218,-4.58,247453,36
6XyWxPJ15ImnfAth52dll1,struggle,Tove Lo,Pop,synth-pop,Energetic;Dark,workout;driving,183.76,0.447,0.757,0.124,0.0141,0.0,0.0994,0.122,-6.572,226495,44
1PbWcL0h8jVvLDsxKsg6EP,Butterflies,Kenny Larkin,EDM,detroit-techno,Sad;Calm,studying,120.006,0.778,0.321,0.332,0.000747,0.895,0.0588,0.0695,-17.08,541133,6
3KzJQN4N0TTyapAiCMt34o,hope you never forget,Sadness,Rock,black-metal,Energetic;Dark,workout;studying;driving,140.013,0.38,0.838,0.158,0.553,0.809,0.0627,0.0821,-7.602,702629,34
5neqOlgqFnrKlWOZiRK5Tq,Melanina (Participação especial de Léo Santana) - Ao vivo,Ferrugem;Leo Santana,Latin,pagode,Energetic;Motivated,driving,93.886,0.588,0.85,0.584,0.725,0.0,0.0946,0.98,-5.094,213821,44
6frUmrBTIa82iDqP8j0XI6,Just Want Another Chance - John Tejada Remix,Kevin Saunderson,EDM,detroit-techno,Happy,studying;commute;party;cooking;driving,126.011,0.808,0.615,0.631,0.0135,0.903,0.056,0.107,-9.077,401280,6
2nmfojpIbGRmDa2UCfddYW,WILLY,Tasha & Tracie;Pizzol,R&B,funk,Happy;Romantic,commute;party;cooking,70.924,0.713,0.632,0.741,0.434,1.59e-06,0.353,0.122,-7.692,165000,57
4YXpQWrMAZSTi1LNPuRhka,Harmonics,Kenny Larkin,EDM,detroit-techno,Dark,commute;driving,139.991,0.668,0.674,0.391,0.000585,0.00879,0.0393,0.0853,-12.947,438426,7
4sDsOUcpA53YU5HZ8A3VZT,In Your Eyes (feat. Alida) - LUM!X Remix,Robin Schulz;Alida;LUM!X,EDM,deep-house,Happy;Energetic;Motivated,workout;driving,128.017,0.692,0.777,0.694,0.123,3.03e-05,0.19,0.176,-5.472,203906,54
3HABbIG8wTNo4uV14yqxju,オヤスミのくちづけ,Ryuji Imaichi,EDM,j-dance,Sad;Chill,commute,145.901,0.54,0.483,0.278,0.515,0.0,0.0365,0.186,-7.844,255400,30
7B4S6JlIRHwj0NEVit4qWk,Warm And Tender Love,Percy Sledge,R&B,soul,Calm;Nostalgic,sleep,83.218,0.544,0.254,0.579,0.476,1.79e-05,0.0256,0.481,-13.058,184933,0
1vDK1yoxF0mOkckgDfPDj2,Baazi,King,Hip-Hop,hip-hop,Happy;Energetic;Motivated,driving,100.017,0.696,0.847,0.68,0.344,0.0,0.0312,0.171,-5.627,208800,59
1dsYCqVBPiK4P7UPjHHD21,Pink Lilies,Arovane,EDM,idm,Sad;Dark;Chill,studying;commute;driving,116.437,0.555,0.549,0.189,0.529,0.811,0.0776,0.0915,-8.868,240813,12
6EB454nVg2u6sbeCvWAPej,"Yaanji - From ""Vikram Vedha""",Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,Pop,pop,Romantic,commute;cooking;driving,132.896,0.692,0.624,0.487,0.368,0.0,0.0337,0.108,-6.492,270375,67
7MIN37CiVP1lVjqKNmLMWk,La valse d'Amélie,Yann Tiersen,Chill,ambient,Happy;Chill,commute;cooking;driving,192.07,0.433,0.564,0.855,0.713,0.275,0.0405,0.117,-8.917,135906,59
3nKitBLMtQNotadAdyEhox,Gonna Be a Darkness,The Jayhawks,Pop,power-pop,Dark;Chill;Nostalgic,commute;driving,137.104,0.478,0.546,0.371,0.493,3.27e-06,0.0351,0.197,-7.218,298346,21
51c0n7GwlM1eUtSq9B7a1v,Tea For Two,BLOSSOM DEARIE,Jazz,jazz,Sad;Calm,studying;sleep,102.338,0.439,0.0196,0.162,0.959,2.19e-05,0.0378,0.13,-25.34,204133,0
11p3Oa6Rl0GOvkPBmOIC4b,情歌,No Party For Cao Dong,Pop,mandopop,Sad;Calm;Chill,commute,133.564,0.433,0.337,0.208,0.0226,0.00212,0.0512,0.112,-9.992,256733,45
4v5PKC5rvQwb33NWX82UH8,Você e Eu (You and Me),Carlos Lyra,Jazz,jazz,Calm,studying;sleep,94.867,0.681,0.253,0.767,0.77,3.43e-06,0.0457,0.0919,-17.969,63506,40
3Oh2FwWbnKIAyUE2gToFYu,Blowing Up,KR$NA,Hip-Hop,hip-hop,Energetic;Dark,driving,99.019,0.842,0.776,0.287,0.0898,0.0,0.103,0.215,-4.195,247272,58
3dhESdAWCg5FCK0Yu8uyXP,Have Yourself A Merry Little Christmas,Toni Braxton;Babyface,R&B,soul,Sad;Calm;Chill,studying;commute,61.467,0.395,0.359,0.168,0.663,0.0,0.0295,0.118,-6.967,205400,0
5GvsJLEXJyToDg86RbNGd1,What Happened,Angerfist,EDM,techno,Energetic;Dark,workout,189.92,0.409,0.991,0.0518,0.024,0.000746,0.571,0.549,-1.672,146526,57
3jt1ZVIuluGkV0sWWLSUzw,Appointments,Julien Baker,Chill,ambient,Sad;Calm,studying;sleep,72.902,0.185,0.264,0.0576,0.94,3.13e-05,0.0333,0.0871,-9.29,273466,51
6pW1AQhs75Cc5WTgoRQ8vi,Saaral Mazhaiyaa,Stephen Zechariah;Kaushik Iyer,Hip-Hop,hip-hop,Dark;Chill,commute;driving,99.916,0.368,0.571,0.286,0.557,0.0,0.0451,0.889,-7.475,279066,58
43YIrEFQ9WyMbkZYyQat5U,Citas Clandestinas,Guayacán Orquesta,Latin,salsa,Energetic;Motivated,workout;party;driving,170.078,0.704,0.802,0.62,0.241,0.0,0.0752,0.102,-5.49,333325,28
1OyOTy8cZ5TGbMaHpfrQpY,Adiwele (Mixed),Young Stunna;Kabza De Small;DJ Maphorisa,R&B,soul,Energetic,workout;party;driving,115.702,0.779,0.782,0.485,0.0345,3.13e-06,0.0346,0.0707,-10.072,215725,10
5436OOhc4THarMSIJ5Ni9d,Suiton,7 Minutoz,R&B,r-n-b,Energetic;Motivated,party;driving,102.02,0.741,0.779,0.51,0.413,5.03e-06,0.0376,0.0491,-5.168,186686,42
1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,King,Hip-Hop,hip-hop,Dark;Chill,commute;driving,95.868,0.698,0.505,0.396,0.354,0.0,0.0356,0.0995,-8.242,194653,66
00zyfk3IEBnoWczoKV455E,Plano Perfeito,Stella Laura,R&B,gospel,Calm;Chill;Nostalgic,studying,91.306,0.346,0.315,0.362,0.882,0.0,0.0294,0.161,-7.52,278000,41
5poevcmYCOZ8uZQnUuOPxC,Always,The Him,EDM,deep-house,Dark,commute;driving,173.846,0.491,0.612,0.279,0.0699,0.0,0.0796,0.0946,-5.761,193103,61
7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios;Wisin;Jhay Cortez,Latin,reggaeton,Motivated,commute;party;driving,98.005,0.849,0.701,0.505,0.407,0.0,0.06,0.112,-4.407,261665,75
3ndWKeYZ8IcrsIdFy3Gq2l,Switches & Dracs,Moneybagg Yo;Pooh Shiesty;Lil Durk;EST Gee,Hip-Hop,hip-hop,Happy,commute;party;cooking;driving,159.959,0.727,0.647,0.529,0.0329,0.0,0.28,0.246,-7.383,168620,0
00mO8JKk2wQ7VqdPcY1r4O,Peur des filles,L'Impératrice,Pop,synth-pop,Calm,commute;cooking,102.02,0.915,0.408,0.6,0.0796,0.158,0.0868,0.218,-10.705,208805,58
6PewkvpLRlVsOREVWViZOL,Never Let Go,Emphasis;Razzle,EDM,hardstyle,Energetic;Dark,workout,149.919,0.438,0.975,0.13,0.00129,3.04e-05,0.0453,0.304,-2.279,228800,19
